 education, marital-status, occupation, relationship, sex, native-country,age, education-num, capital-gain, capital-loss, hours-per-week, income
 7th-8th, Married-civ-spouse, Craft-repair, Husband, Male, Ecuador,50,4,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,36,13,0,0,45, <=50K
 HS-grad, Divorced, Prof-specialty, Not-in-family, Female, United-States,31,9,0,0,40, <=50K
 Bachelors, Never-married, Protective-serv, Not-in-family, Male, United-States,29,13,0,0,56, <=50K
 Some-college, Never-married, Sales, Own-child, Male, United-States,21,10,0,0,45, <=50K
 Bachelors, Never-married, Tech-support, Unmarried, Female, United-States,27,13,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,65,9,0,0,16, <=50K
 Bachelors, Divorced, Sales, Not-in-family, Female, United-States,37,13,0,0,60, <=50K
 Masters, Married-civ-spouse, ?, Wife, Female, ?,39,14,3464,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Own-child, Male, United-States,24,9,0,0,40, <=50K
 HS-grad, Divorced, Sales, Not-in-family, Male, United-States,38,9,0,0,80, <=50K
 Bachelors, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,48,13,7688,0,40, >50K
 Some-college, Never-married, Other-service, Not-in-family, Female, United-States,21,10,0,0,25, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,31,9,0,0,45, >50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,55,9,4386,0,40, >50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, Laos,24,10,0,0,40, <=50K
 HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,43,9,0,0,40, <=50K
 Assoc-acdm, Never-married, Tech-support, Not-in-family, Male, United-States,26,12,0,0,45, <=50K
 Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Female, United-States,46,12,0,0,33, <=50K
 Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,35,12,0,0,40, >50K
 Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,41,10,0,0,54, >50K
 Bachelors, Never-married, Sales, Not-in-family, Male, United-States,26,13,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, Taiwan,34,14,7298,0,35, >50K
 Some-college, Never-married, ?, Own-child, Female, United-States,19,10,0,0,25, <=50K
 Bachelors, Divorced, Prof-specialty, Not-in-family, Female, United-States,36,13,0,0,40, >50K
 Some-college, Never-married, Sales, Own-child, Male, United-States,22,10,0,0,15, <=50K
 Some-college, Never-married, Machine-op-inspct, Not-in-family, Male, United-States,24,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,77,10,0,0,40, <=50K
 5th-6th, Married-civ-spouse, Machine-op-inspct, Other-relative, Female, Mexico,22,3,0,0,40, <=50K
 Some-college, Never-married, Tech-support, Not-in-family, Female, United-States,29,10,0,0,40, <=50K
 HS-grad, Widowed, Other-service, Not-in-family, Female, United-States,62,9,0,0,24, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,39,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,43,10,0,1485,50, <=50K
 HS-grad, Divorced, Transport-moving, Not-in-family, Male, United-States,35,9,0,0,45, <=50K
 11th, Never-married, Exec-managerial, Not-in-family, Female, United-States,29,7,0,0,40, <=50K
 Masters, Married-civ-spouse, Craft-repair, Husband, Male, United-States,76,14,0,0,10, <=50K
 HS-grad, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,63,9,0,0,45, <=50K
 Assoc-voc, Never-married, ?, Own-child, Female, United-States,23,11,0,0,15, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Wife, Female, United-States,43,10,0,1887,50, >50K
 HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,58,9,0,0,40, <=50K
 HS-grad, Never-married, Transport-moving, Not-in-family, Male, United-States,66,9,2050,0,55, <=50K
 Some-college, Never-married, Craft-repair, Not-in-family, Male, United-States,41,10,0,0,45, <=50K
 Bachelors, Never-married, Adm-clerical, Not-in-family, Male, United-States,26,13,0,0,40, <=50K
 Assoc-voc, Never-married, Other-service, Not-in-family, Male, United-States,47,11,0,0,40, <=50K
 10th, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,55,6,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,53,9,0,0,40, <=50K
 5th-6th, Never-married, Other-service, Other-relative, Male, Mexico,17,3,0,0,48, <=50K
 HS-grad, Never-married, Craft-repair, Other-relative, Male, United-States,30,9,0,0,40, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,49,14,0,0,60, <=50K
 HS-grad, Never-married, Sales, Unmarried, Male, Haiti,19,9,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,45,9,0,0,40, <=50K
 Assoc-acdm, Never-married, Sales, Not-in-family, Male, United-States,26,12,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,38,11,7298,0,40, >50K
 HS-grad, Married-civ-spouse, Protective-serv, Husband, Male, United-States,36,9,7298,0,40, >50K
 HS-grad, Never-married, Farming-fishing, Not-in-family, Male, United-States,33,9,0,0,20, <=50K
 Some-college, Never-married, Protective-serv, Own-child, Female, United-States,22,10,0,0,40, <=50K
 Bachelors, Never-married, Sales, Not-in-family, Male, United-States,43,13,0,0,42, <=50K
 11th, Married-civ-spouse, ?, Husband, Male, United-States,67,7,0,0,8, <=50K
 Assoc-voc, Divorced, ?, Unmarried, Female, United-States,30,11,0,0,40, <=50K
 Assoc-acdm, Married-spouse-absent, Other-service, Not-in-family, Male, Iran,56,12,0,0,25, <=50K
 Bachelors, Never-married, Prof-specialty, Own-child, Male, United-States,31,13,0,0,25, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,33,13,0,0,40, >50K
 HS-grad, Married-civ-spouse, Other-service, Husband, Male, United-States,26,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,33,13,0,0,40, >50K
 11th, Married-civ-spouse, Transport-moving, Husband, Male, United-States,46,7,0,0,30, <=50K
 Bachelors, Married-civ-spouse, ?, Husband, Male, United-States,59,13,0,0,40, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,38,9,0,0,40, >50K
 11th, Widowed, Other-service, Unmarried, Male, United-States,65,7,0,0,40, <=50K
 Assoc-voc, Married-civ-spouse, Tech-support, Husband, Male, United-States,40,11,0,0,40, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,42,9,0,0,35, <=50K
 9th, Married-civ-spouse, Craft-repair, Husband, Male, Portugal,26,5,0,0,40, <=50K
 10th, Married-civ-spouse, Other-service, Wife, Female, United-States,36,6,0,0,24, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,62,14,0,0,40, >50K
 Bachelors, Married-civ-spouse, Transport-moving, Husband, Male, United-States,43,13,0,0,45, <=50K
 Bachelors, Divorced, Exec-managerial, Not-in-family, Male, United-States,43,13,0,1564,45, >50K
 HS-grad, Married-spouse-absent, Sales, Not-in-family, Male, United-States,22,9,0,0,55, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,28,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,56,10,0,0,45, <=50K
 Assoc-acdm, Never-married, Sales, Not-in-family, Female, United-States,22,12,0,0,15, <=50K
 Bachelors, Divorced, Exec-managerial, Not-in-family, Female, United-States,57,13,0,0,45, >50K
 HS-grad, Divorced, Sales, Unmarried, Female, United-States,39,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Unmarried, Female, United-States,26,10,0,0,15, <=50K
 11th, Never-married, Other-service, Own-child, Male, United-States,17,7,0,0,10, <=50K
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,40,11,0,0,38, >50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,45,9,0,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,44,9,0,0,40, <=50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,20,10,0,0,10, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Wife, Female, United-States,33,9,0,0,40, <=50K
 Some-college, Never-married, Sales, Not-in-family, Male, United-States,23,10,0,0,40, <=50K
 Masters, Divorced, Exec-managerial, Not-in-family, Male, United-States,46,14,0,0,30, <=50K
 HS-grad, Married-civ-spouse, Sales, Husband, Male, United-States,38,9,0,0,50, <=50K
 HS-grad, Divorced, Transport-moving, Not-in-family, Male, United-States,54,9,0,0,40, <=50K
 5th-6th, Divorced, Craft-repair, Not-in-family, Female, United-States,46,3,0,2339,45, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,25,10,0,0,40, <=50K
 Some-college, Divorced, Sales, Not-in-family, Female, United-States,46,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Wife, Female, United-States,36,10,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,23,9,0,0,25, <=50K
 HS-grad, Separated, Machine-op-inspct, Not-in-family, Male, United-States,29,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,44,10,0,2415,6, >50K
 Some-college, Never-married, Adm-clerical, Own-child, Female, United-States,19,10,0,0,16, <=50K
 HS-grad, Never-married, Other-service, Other-relative, Female, United-States,19,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Other-service, Wife, Female, United-States,35,9,0,0,40, >50K
 Bachelors, Never-married, Craft-repair, Not-in-family, Male, United-States,27,13,0,0,50, <=50K
 Assoc-acdm, Separated, Craft-repair, Not-in-family, Male, United-States,46,12,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, ?,34,13,7688,0,45, >50K
 HS-grad, Never-married, Other-service, Not-in-family, Female, United-States,34,9,0,0,35, <=50K
 Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,44,10,0,0,40, <=50K
 Some-college, Divorced, Handlers-cleaners, Unmarried, Female, United-States,45,10,0,0,40, <=50K
 HS-grad, Never-married, ?, Other-relative, Female, United-States,20,9,0,0,35, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,25,13,0,0,55, >50K
 Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,52,13,0,0,50, >50K
 Some-college, Never-married, Handlers-cleaners, Own-child, Male, United-States,20,10,0,0,40, <=50K
 Some-college, Never-married, Other-service, Not-in-family, Female, United-States,28,10,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Protective-serv, Husband, Male, United-States,50,13,0,0,40, >50K
 Assoc-voc, Divorced, Tech-support, Not-in-family, Female, United-States,34,11,0,0,64, <=50K
 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Male, Puerto-Rico,28,4,0,2179,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,41,14,0,1977,65, >50K
 HS-grad, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,28,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,46,9,0,0,25, <=50K
 Some-college, Married-civ-spouse, ?, Wife, Female, United-States,28,10,0,1887,40, >50K
 Some-college, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,32,10,0,0,50, <=50K
 Some-college, Divorced, Other-service, Not-in-family, Female, United-States,41,10,0,0,24, <=50K
 HS-grad, Never-married, Handlers-cleaners, Unmarried, Female, United-States,24,9,0,0,40, <=50K
 Some-college, Divorced, Exec-managerial, Unmarried, Female, United-States,33,10,0,0,40, <=50K
 Doctorate, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,46,16,15024,0,60, >50K
 Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,31,10,0,0,40, <=50K
 12th, Divorced, Craft-repair, Not-in-family, Male, United-States,35,8,0,0,50, >50K
 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, Male, Mexico,52,2,0,0,40, <=50K
 11th, Never-married, Other-service, Own-child, Female, United-States,30,7,0,0,19, <=50K
 11th, Separated, Machine-op-inspct, Not-in-family, Male, United-States,34,7,0,0,40, <=50K
 HS-grad, Divorced, Transport-moving, Unmarried, Female, United-States,34,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Sales, Husband, Male, United-States,20,10,0,0,30, <=50K
 11th, Never-married, Handlers-cleaners, Own-child, Male, United-States,17,7,2176,0,18, <=50K
 Bachelors, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,32,13,0,0,40, >50K
 HS-grad, Divorced, Farming-fishing, Not-in-family, Male, United-States,29,9,0,0,40, <=50K
 10th, Never-married, Craft-repair, Unmarried, Female, United-States,33,6,0,0,35, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,25,9,0,0,60, <=50K
 Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,36,14,0,1408,40, <=50K
 HS-grad, Never-married, Handlers-cleaners, Not-in-family, Male, Dominican-Republic,23,9,0,0,72, <=50K
 HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,63,9,0,0,40, >50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,47,14,0,0,40, <=50K
 HS-grad, Widowed, ?, Not-in-family, Male, United-States,80,9,0,0,24, <=50K
 11th, Never-married, ?, Own-child, Male, United-States,17,7,0,0,40, <=50K
 Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Female, United-States,40,13,2174,0,40, <=50K
 Assoc-acdm, Married-civ-spouse, Other-service, Wife, Female, United-States,30,12,0,0,25, >50K
 Some-college, Never-married, Craft-repair, Own-child, Male, Philippines,27,10,0,1980,40, <=50K
 Masters, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,33,14,0,0,50, >50K
 HS-grad, Never-married, Farming-fishing, Not-in-family, Male, United-States,34,9,594,0,60, <=50K
 Some-college, Never-married, Protective-serv, Not-in-family, Female, United-States,34,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,23,10,0,0,40, <=50K
 Some-college, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,42,10,0,0,40, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,29,13,0,0,40, <=50K
 HS-grad, Divorced, Adm-clerical, Not-in-family, Female, United-States,45,9,0,0,28, <=50K
 HS-grad, Never-married, Armed-Forces, Own-child, Male, United-States,24,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,44,10,0,0,40, >50K
 9th, Never-married, Craft-repair, Other-relative, Male, Mexico,27,5,0,0,40, <=50K
 Some-college, Never-married, Sales, Not-in-family, Male, United-States,20,10,0,0,35, <=50K
 HS-grad, Widowed, Exec-managerial, Unmarried, Female, United-States,44,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,51,9,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,20,9,0,0,40, <=50K
 11th, Never-married, ?, Own-child, Female, United-States,17,7,0,0,5, <=50K
 HS-grad, Never-married, Machine-op-inspct, Own-child, Female, United-States,19,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,45,10,0,0,55, >50K
 HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,60,9,0,0,40, >50K
 Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Male, ?,42,12,0,0,40, >50K
 HS-grad, Married-civ-spouse, Sales, Wife, Female, United-States,44,9,0,0,40, >50K
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,40,11,0,0,40, >50K
 HS-grad, Married-civ-spouse, Exec-managerial, Wife, Female, United-States,30,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,38,10,0,0,50, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,23,9,0,0,60, <=50K
 Some-college, Married-civ-spouse, ?, Husband, Male, United-States,32,10,0,0,40, <=50K
 Assoc-acdm, Never-married, Farming-fishing, Own-child, Male, United-States,44,12,0,0,40, <=50K
 HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,54,9,0,0,40, <=50K
 Bachelors, Married-civ-spouse, Prof-specialty, Husband, Male, United-States,32,13,0,0,50, <=50K
 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, Male, United-States,50,2,0,0,40, <=50K
 Bachelors, Never-married, Tech-support, Not-in-family, Female, United-States,24,13,0,0,20, <=50K
 HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,37,9,0,0,60, <=50K
 HS-grad, Divorced, Transport-moving, Unmarried, Male, United-States,52,9,0,0,40, <=50K
 Some-college, Married-civ-spouse, Transport-moving, Husband, Male, United-States,38,10,0,0,40, <=50K
 Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,49,14,0,1977,45, >50K
 Bachelors, Married-civ-spouse, Tech-support, Wife, Female, United-States,30,13,0,0,16, >50K
 Some-college, Never-married, Prof-specialty, Unmarried, Male, United-States,60,10,0,0,40, >50K
 Some-college, Never-married, ?, Own-child, Male, United-States,22,10,0,0,40, <=50K
 HS-grad, Never-married, Craft-repair, Not-in-family, Male, United-States,35,9,0,0,40, <=50K
 HS-grad, Never-married, Transport-moving, Not-in-family, Male, United-States,30,9,0,0,60, <=50K
 Assoc-voc, Divorced, Other-service, Not-in-family, Female, United-States,67,11,0,0,24, <=50K
 Bachelors, Never-married, Craft-repair, Not-in-family, Female, United-States,46,13,0,0,40, <=50K
 9th, Never-married, Other-service, Not-in-family, Male, United-States,17,5,0,0,6, <=50K
 Some-college, Never-married, Handlers-cleaners, Own-child, Male, United-States,22,10,0,0,30, <=50K
 10th, Never-married, Other-service, Not-in-family, Male, United-States,27,6,0,0,40, <=50K
 HS-grad, Never-married, Other-service, Unmarried, Female, United-States,23,9,0,0,35, <=50K
 Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Male, Portugal,33,12,0,0,45, <=50K
 Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,43,10,0,0,20, <=50K
 Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,28,13,0,0,20, <=50K
